author_name,career_stage,paper_title,paper_year,times_cited,total_authors_listed,coauthors,coauthor_count,coauthor_countries_counts,group,gender,coauthor_genders
Susan F. McLean,Senior,"Prospective, multicenter study of antimicrobial-coated, noncrosslinked, acellular porcine dermal matrix (XenMatrix™ AB Surgical Graft) for hernia repair in all centers for disease control and prevention wound classes: 24-month follow-up cohort",2023,5,19,"Obeid N. IIahi, George C. Velmahos, Jeffrey E. Janis, Stephen J. Kovach, Reza Askari, Courtney A Sommer, Suresh Agarwal, Jahnavi K. Srinivasan, Alex K. Wong, Andrea Pakula, Edward P. Miranda, Kerry Breen, Mark Shapiro, Corey R. Deeken, R. Cody Stringer, J. Reed McGraw, Corey M. Bascone, Robert G. Martindale",18,{'US': 18},treatment,female,"{'M': 11, 'F': 3}"
Susan F. McLean,Senior,Trauma patients warrant upper and lower extremity venous duplex ultrasound surveillance,2017,8,5,"Alonso Andrade, Alan Tyroch, Jody Smith, Alex Ramos",4,"{'BR': 1, 'US': 4}",treatment,female,"{'M': 3, 'F': 1}"
Susan F. McLean,Senior,Teenage All-Terrain Vehicle Crashes: Helmet Non-compliance and Traumatic Brain Injury,2018,0,2,Alan Tyroch,1,{},treatment,female,"{'M': 1, 'F': 0}"
Susan F. McLean,Senior,Point-of-Encounter Assessment: Using Health Belief Model Constructs to Change Grading Behaviors,2019,0,4,"Maureen D. Francis, Naomi L. Lacy, Andrés Alvarado",3,{'US': 4},treatment,female,"{'M': 1, 'F': 2}"
Susan F. McLean,Senior,Children have Higher incidence of Traumatic Brain Injury After ATV Crash Compared to Adults,2019,0,2,Alan Tyroch,1,{},treatment,female,"{'M': 1, 'F': 0}"
Susan F. McLean,Senior,EFFECT OF ARTERIAL CATHETER ON VASOPRESSOR USE IN PATIENTS WITH SHOCK: A PROPENSITY SCORE MATCHING ANALYSIS ON A MULTI-CENTER RETROSPECTIVE COHORT,2020,0,8,"Andrew Barros, Hieu Nguyen, Hyunjoon Lee, Priscilla Rivera, Susana Margare, Sura Alqaisi, Saira Samani",7,{},treatment,female,"{'M': 2, 'F': 3}"
Susan F. McLean,Senior,207 Associations Between Alcohol Use and Adverse Posttraumatic Neuropsychiatric Sequelae in the Early Aftermath of Trauma,2021,0,11,"AURORA Study Group, Francesca L. Beaudoin, Xuedong An, Qingqing LI, Stacey L. House, Paul I. Musey, Phyllis L. Hendry, Charlie Jones, Christopher Lewandowski, Alan B. Storrow",10,{'US': 11},treatment,female,"{'M': 4, 'F': 4}"
Anirban Bhattacharyya,Senior,Liposomal Elongation Factor-1α Triggers Effector CD4 and CD8 T Cells for Induction of Long-Lasting Protective Immunity against Visceral Leishmaniasis,2018,49,9,"Abdus Sabur, Sudipta Bhowmick, Rudra Chhajer, Sarfaraz Ahmad Ejazi, Nicky Didwania, Mohammad Asad, Utsa Sinha, Nahid Ali",8,{'IN': 9},treatment,unknown,"{'M': 2, 'F': 2}"
Anirban Bhattacharyya,Senior,Pulse Oximetry and Arterial Oxygen Saturation during Cardiopulmonary Exercise Testing,2018,41,4,"Mona Ascha, José Ramos, Adriano R. Tonelli",3,{'US': 4},treatment,unknown,"{'M': 2, 'F': 1}"
Anirban Bhattacharyya,Senior,Immunoproteomic Identification and Characterization of Leishmania Membrane Proteins as Non-Invasive Diagnostic Candidates for Clinical Visceral Leishmaniasis,2018,34,11,"Sarfaraz Ahmad Ejazi, Somsubhra Thakur Choudhury, Sneha Ghosh, Abdus Sabur, Krishna Pandey, Vidya Nand Ravi Das, Pradeep Das, Mehebubar Rahaman, Rama Prosad Goswami, Nahid Ali",10,{'IN': 11},treatment,unknown,"{'M': 2, 'F': 3}"
Anirban Bhattacharyya,Senior,Delirium prediction in the ICU: designing a screening tool for preventive interventions,2022,20,9,"Seyedmostafa Sheikhalishahi, Heather Torbic, Wesley Yeung, Tiffany Wang, Jennifer Birst, Abhijit Duggal, Leo Anthony Celi, Venet Osmani",8,"{'US': 6, 'IT': 2, 'SG': 1}",treatment,unknown,"{'M': 2, 'F': 3}"
Anirban Bhattacharyya,Senior,Artificial intelligence paternalism,2023,14,2,Ricardo Diaz Milian,1,{'US': 2},treatment,unknown,"{'M': 1, 'F': 0}"
Anirban Bhattacharyya,Senior,"A multicentric evaluation of dipstick test for serodiagnosis of visceral leishmaniasis in India, Nepal, Sri Lanka, Brazil, Ethiopia and Spain",2019,24,30,"Sarfaraz Ahmad Ejazi, Sneha Ghosh, Samiran Saha, Somsubhra Thakur Choudhury, Mitali Chatterjee, Krishna Pandey, Vidya Nand Rabi Das, Pradeep Das, Mehebubar Rahaman, Rama Prosad Goswami, Keshav Rai, Basudha Khanal, Narayan Raj Bhattarai, Bhagya Deepachandi, Yamuna Deepani Siriwardana, Nadira D. Karunaweera, Maria Edileuza Felinto deBrito, Yara de Miranda Gomes, Mineo Nakazawa, Carlos Henrique Nery Costa, Emebet Adem, Arega Yeshanew, Roma Melkamu, Helina Fikre, Zewdu Hurissa, Ermias Diro, Eugenia Carrillo, Javier Moreno, Nahid Ali",29,"{'IN': 10, 'NP': 3, 'LK': 3, 'BR': 4, 'ET': 6, 'ES': 2}",treatment,unknown,"{'M': 6, 'F': 9}"
Anirban Bhattacharyya,Senior,An interpretable deep learning model for time-series electronic health records: Case study of delirium prediction in critical care,2023,10,4,"Seyedmostafa Sheikhalishahi, Leo Anthony Celi, Venet Osmani",3,"{'IT': 2, 'US': 2}",treatment,unknown,"{'M': 1, 'F': 0}"
Anirban Bhattacharyya,Senior,Investigation of the antigenicity and protective efficacy of Leishmania promastigote membrane antigens in search of potential diagnostic and vaccine candidates against visceral leishmaniasis,2020,16,9,"Sarfaraz Ahmad Ejazi, Smriti Ghosh, Mohd Kamran, Sonali Das, Sudipta Bhowmick, Mehebubar Rahaman, Rama Prosad Goswami, Nahid Ali",8,{'IN': 7},treatment,unknown,"{'M': 1, 'F': 4}"
Anirban Bhattacharyya,Senior,Hemodynamic Responses to Provocative Maneuvers during Right Heart Catheterization,2022,11,7,"Bryce Montané, Adriano R. Tonelli, Ambalavanan Arunachalam, Manshi Li, Xiaofeng Wang, Neal F. Chaisson",6,{'US': 4},treatment,unknown,"{'M': 3, 'F': 0}"
Anirban Bhattacharyya,Senior,Development and Clinical Evaluation of Serum and Urine-Based Lateral Flow Tests for Diagnosis of Human Visceral Leishmaniasis,2021,12,13,"Sarfaraz Ahmad Ejazi, Somsubhra Thakur Choudhury, Mohd Kamran, Krishna Pandey, Vidya Nand Ravi Das, Pradeep Das, Fernando Oliveira da Silva, Dorcas Lamounier Costa, Carlos Henrique Nery Costa, Mehebubar Rahaman, Rama Prosad Goswami, Nahid Ali",12,"{'IN': 8, 'BR': 3}",treatment,unknown,"{'M': 4, 'F': 3}"
Anirban Bhattacharyya,Senior,Procalcitonin Levels and Bacterial Coinfection in Hospitalized Patients With COVID-19,2023,4,30,"Shahin Isha, Parthkumar Satashia, Lekhya Raavi, Sadhana Jonna, Anna Jenkins, Abby Hanson, Emily C. Craver, Arvind Balavenkataraman, Aysun Tekin, Vikas Bansal, Sean M. Caples, Syed Anjum Khan, Nitesh Jain, Abigail T. LaNou, Rahul Kashyap, Rodrigo Cartin‐Ceba, B. M. Patel, Ricardo Diaz Milian, Carla Venegas, Anna B Shapiro, Sanjay Chaudhary, Sean Kiley, Young Erben, Quintin J. Quiñones, Neal M. Patel, Pramod Guru, Pablo Moreno Franco, Devang Sanghavi, Archana Roy",29,{'US': 8},treatment,unknown,"{'M': 14, 'F': 10}"
Anirban Bhattacharyya,Senior,Revealing a Novel Antigen Repressor of Differentiation Kinase 2 for Diagnosis of Human Visceral Leishmaniasis in India,2022,5,13,"Mohd Kamran, Sarfaraz Ahmad Ejazi, Sonali Das, Nicky Didwania, Rahul Bhattacharjee, Mehebubar Rahaman, Rama Prosad Goswami, Krishna Pandey, Vidya Nand Ravi Das, Pradeep Das, Saswati Gayen, Nahid Ali",12,{'IN': 11},treatment,unknown,"{'M': 4, 'F': 3}"
Anirban Bhattacharyya,Senior,Measuring the sero-prevalence of Leishmania donovani induced cutaneous leishmaniasis: A method comparison study,2022,4,6,"Bhagya Deepachandi, Sarfaraz Ahmad Ejazi, Nahid Ali, Preethi Soysa, Yamuna Deepani Siriwardana",5,"{'LK': 3, 'IN': 3}",treatment,unknown,"{'M': 0, 'F': 1}"
Anirban Bhattacharyya,Senior,"A Novel Antigen, Otubain Cysteine Peptidase of <i>Leishmania donovani</i>, for the Serodiagnosis of Visceral Leishmaniasis and for Monitoring Treatment Response",2021,5,14,"Mohd Kamran, Sarfaraz Ahmad Ejazi, Somsubhra Thakur Choudhury, Km Tanishka, Krishna Pandey, Vidya Nand Ravi Das, Pradeep Das, Fernando Oliveira da Silva, Dorcas Lamounier Costa, Carlos Henrique Nery Costa, Mehebubar Rahaman, Rama Prosad Goswami, Nahid Ali",13,"{'IN': 11, 'BR': 3}",treatment,unknown,"{'M': 4, 'F': 3}"
Anirban Bhattacharyya,Senior,From numbers to medical knowledge: harnessing combinatorial data patterns to predict COVID-19 resource needs and distinguish patient subsets,2023,2,18,"Parthkumar H. Satashia, Pablo Moreno Franco, Ariel L. Rivas, Shahin Isha, Abby Hanson, Sai Abhishek Narra, Kawaljeet Singh, Anna Jenkins, Pramod Guru, Sanjay Chaudhary, Sean Kiley, Anna B Shapiro, Archer Kilbourne Martin, Mathew Thomas, Başar Sareyyüpoğlu, Claudia R. Libertin, Devang Sanghavi",17,{'US': 18},treatment,unknown,"{'M': 8, 'F': 4}"
Anirban Bhattacharyya,Senior,Clinical guideline and treatment planning decisions of single-tooth implants versus preserving natural teeth with nonsurgical endodontic therapy,2020,4,5,"Sourav Bhattacharyya, DP Das, AsimBikash Maity, Debanjan Das",4,{'IN': 5},treatment,unknown,"{'M': 0, 'F': 0}"
Anirban Bhattacharyya,Senior,"Author Correction: A multicentric evaluation of dipstick test for serodiagnosis of visceral leishmaniasis in India, Nepal, Sri Lanka, Brazil, Ethiopia and Spain",2021,3,30,"Sarfaraz Ahmad Ejazi, Sneha Ghosh, Samiran Saha, Somsubhra Thakur Choudhury, Mitali Chatterjee, Krishna Pandey, Vidya Nand Rabi Das, Pradeep Das, Mehebubar Rahaman, Rama Prosad Goswami, Keshav Rai, Basudha Khanal, Narayan Raj Bhattarai, Bhagya Deepachandi, Yamuna Deepani Siriwardana, Nadira D. Karunaweera, Maria Edileuza Felinto deBrito, Yara de Miranda Gomes, Mineo Nakazawa, Carlos Henrique Nery Costa, Emebet Adem, Arega Yeshanew, Roma Melkamu, Helina Fikre, Zewdu Hurissa, Ermias Diro, Eugenia Carrillo, Javier Moreno, Nahid Ali",29,"{'IN': 10, 'NP': 3, 'LK': 3, 'BR': 4, 'ET': 6, 'ES': 2}",treatment,unknown,"{'M': 6, 'F': 9}"
Anirban Bhattacharyya,Senior,400: PREDICTING DELIRIUM RISK FOR THE FOLLOWING 24 HOURS IN CRITICALLY ILL PATIENTS USING DEEP LEARNING,2019,2,6,"Seyedmostafa Sheikhalishahi, Siddharth Dugar, Sudhir Krishnan, Abhijit Duggal, Venet Osmani",5,"{'US': 4, 'IT': 2}",treatment,unknown,"{'M': 1, 'F': 0}"
Anirban Bhattacharyya,Senior,IMPACT OF EARLY TRACHEOSTOMY ON HOSPITALIZATION OUTCOMES IN MECHANICALLY VENTILATED COVID-19 PATIENTS,2023,1,24,"Shahin Isha, SUBEKSHYA KHADKA, Rabi Shrestha, Parthkumar Satashia, Prasanth Balasubramanian, Anna Jenkins, Abby Hanson, KAWALJEET SINGH, Anek Jena, AYSUN TEKIN, Vikas Bansal, RAHUL KASHYAP, ARVIND BALAVENKATARAMAN, SYED ANJ KHAN, Ricardo Diaz Milian, NEAL M PATEL, Quintin J. Quiñones, Sean Kiley, Anna B Shapiro, SANJAY CHAUDHARY, PRAMOD K GURU, Pablo Moreno Franco, DEVANG SANGHAVI",23,{},treatment,unknown,"{'M': 13, 'F': 4}"
Anirban Bhattacharyya,Senior,425: ACUTE LIVER FAILURE AND VOLATILE ANESTHETICS: A CASE REPORT,2023,1,6,"Prabhav Vasistha, Ian A. Makey, Ricardo Diaz Milian, Stephanie Zhang, Pramod Guru",5,{'US': 6},treatment,unknown,"{'M': 3, 'F': 1}"
Anirban Bhattacharyya,Senior,A Native 51 kDa Leishmania Membrane Protein Revealed as a Novel Antigenic Candidate for Immuno-Diagnosis of Human VL and PKDL diseases,2020,1,5,"Mohd Kamran, Sarfaraz Ahmad Ejazi, Nicky Didwania, Nadia Ali",4,{},treatment,unknown,"{'M': 1, 'F': 1}"
Anirban Bhattacharyya,Senior,Spectrum of MDS Patients from a Single Tertiary Care Cancer Center in India,2017,0,17,"N. P. Gupta, DilipK Mishra, Mayur Parihar, Nitin Arora, Manvinder Singh, A. Sr, Alisha Rath, S.N. Shewale, Reena Nair, Saurabh Bhave, Anupam Chakrapani, Vivek Radhakrishnan, S. Krishnan, Amit Kumar Das, Valerie Saha, Mammen Chandy",16,{},treatment,unknown,"{'M': 3, 'F': 3}"
Anirban Bhattacharyya,Senior,Mechanical Ventilation in ARDS Patients With Class III Obesity: Do We Apply Evidence-Based Management?,2017,0,6,"Saminder Kalra, Jamal Mahar, Aravdeep Jhand, Mrinalini Venkata‐Subramani, Abhijit Duggal",5,{'US': 6},treatment,unknown,"{'M': 1, 'F': 0}"
Anirban Bhattacharyya,Senior,Adjunctive Therapies in ARDS: Patterns of Practice and Utilization in a Referral Center,2017,0,6,"Abhijit Duggal, Saminder Kalra, Jamal Mahar, Aravdeep Jhand, Mrinalini Venkata‐Subramani",5,{'US': 6},treatment,unknown,"{'M': 1, 'F': 0}"
Anirban Bhattacharyya,Senior,Continuous Renal Replacement Therapy (CRRT) worsens the outcomes in patients receiving veno-venous extracorporeal membrane oxygenation,2023,0,8,"Gunjan Mundhra, Sanjay Chaudhary, Manoj Ghimire, Rabi Shrestha, Subekshya Khadka, J. Kyle Bohman, Pramod Guru",7,{},treatment,unknown,"{'M': 4, 'F': 1}"
Anirban Bhattacharyya,Senior,Continuous Renal Replacement Therapy (CRRT) in patients treated with veno-arterial extracorporeal membrane oxygenation,2023,0,10,"Rabi Shrestha, Sanjay Chaudhary, Manoj Ghimire, Gunjan Mundhra, Subekshya Khadka, Devang Sanghavi, Pablo Moreno Franco, J. Kyle Bohman, Pramod Guru",9,{},treatment,unknown,"{'M': 5, 'F': 1}"
Anirban Bhattacharyya,Senior,A rare case of persistent postendodontic symptomatic maxillary central incisor with aberrant canal configuration confirmed by cone-beam computer tomography and its nonsurgical management by retreatment,2023,0,4,"Gayatri Majumder, Asim Bikash Maity, Soham Datta",3,{'IN': 4},treatment,unknown,"{'M': 1, 'F': 1}"
Anirban Bhattacharyya,Senior,IN VITRO COMPARATIVE STUDY OF FOUR ELECTRONIC APEX LOCATORS IN DETECTING APICAL CONSTRICTION,2023,0,4,"Ahana Chakraborty, Asim Bikash Maity, Gayatri Majumder",3,{'IN': 4},treatment,unknown,"{'M': 1, 'F': 1}"
Anirban Bhattacharyya,Senior,IN VITRO COMPARATIVE STUDY OF THE INFLUENCE OF INSTRUMENT TAPER ON THE FRACTURE RESISTANCE OF ENDODONTICALLY TREATED TEETH,2023,0,4,"Sourav Kirtania, Asim Bikash Maity, G Majumdar",3,{'IN': 4},treatment,unknown,"{'M': 1, 'F': 0}"
Anirban Bhattacharyya,Senior,Extracorporeal Membrane Oxygenation as a Rescue Support in Autologous Hematopoietic Stem Cell Transplant-associated Peri-engraftment Syndrome: A Case Report,2023,0,8,"Pramod Guru, Sanjay Chaudhary, Gunjan Mundhra, Manoj Ghimire, Rabi Shrestha, Subekshya Khadka, Devang Sanghavi",7,{'US': 8},treatment,unknown,"{'M': 4, 'F': 1}"
Anirban Bhattacharyya,Senior,Unintentional extrusion of mineral trioxide aggregate into the periapical lesion during Apexification: A case report,2023,0,3,"Soham Datta, Asim Bikas Maity",2,{'IN': 3},treatment,unknown,"{'M': 1, 'F': 0}"
Anirban Bhattacharyya,Senior,IMPROVEMENT OF OXYGENATION STATUS WITH INHALED NITRIC OXIDE THERAPY IN HOSPITALIZED COVID-19 PATIENTS: A RETROSPECTIVE STUDY,2023,0,24,"Prasanth Balasubramanian, Shahin Isha, Sadhana Jonna, Subekshya Khadka, Ananya Vasudhar, JORGE SINCLAIR DE FRÍAS, Parthkumar Satashia, Anna Jenkins, Abby Hanson, ARVIND BALAVENKATARAMAN, AYSUN TEKIN, Vikas Bansal, RAHUL KASHYAP, SYED ANJ KHAN, Ricardo Diaz Milian, NEAL M PATEL, Quintin J. Quiñones, Sean Kiley, Anna Bovill Shapiro, SANJAY CHAUDHARY, PRAMOD K GURU, Pablo Moreno Franco, DEVANG SANGHAVI",23,{},treatment,unknown,"{'M': 13, 'F': 5}"
Anirban Bhattacharyya,Senior,SHOCK SEVERITY CLASSIFICATION AND MORTALITY IN UNSELECTED CRITICALLY ILL ADULTS,2023,0,8,"Jacob C. Jentzer, DEVANG SANGHAVI, Parag C. Patel, Sean van Diepen, Vitaly Herasevich, Ognjen Gajic, Kianoush Kashani",7,{},treatment,unknown,"{'M': 4, 'F': 0}"
Anirban Bhattacharyya,Senior,OUTCOMES ASSOCIATED WITH EARLY INITIATION OF INHALED NITRIC OXIDE IN HOSPITALIZED COVID-19 PATIENTS,2023,0,24,"Shahin Isha, Ananya Vasudhar, Subekshya Khadka, S. Jonna, JORGE SINCLAIR DE FRÍAS, Parthkumar Satashia, Prasanth Balasubramanian, Anna Jenkins, Abby Hanson, ARVIND BALAVENKATARAMAN, AYSUN TEKIN, VIKAS BANSAL, RAHUL KASHYAP, SYED ANJ KHAN, Ricardo Diaz Milian, NEAL M PATEL, Quintin J. Quiñones, Sean Kiley, Anna B Shapiro, SANJAY CHAUDHARY, PRAMOD K GURU, Pablo Moreno Franco, DEVANG SANGHAVI",23,{},treatment,unknown,"{'M': 13, 'F': 4}"
Anirban Bhattacharyya,Senior,CLINICAL CHARACTERISTICS AND OUTCOMES WITH THE USE OF EXTRACORPOREAL MEMBRANE OXYGENATION FOR INTERSTITIAL LUNG DISEASE: SYSTEMATIC REVIEW AND META-ANALYSIS,2023,0,11,"Prasanth Balasubramanian, Manoj Ghimire, Harsha Pattnaik, HOLLIE SAUNDERS, Anek Jena, HASSAN BAIG, SANJAY CHAUDHARY, NEAL M PATEL, Maher A. Baz, PRAMOD K GURU",10,{},treatment,unknown,"{'M': 6, 'F': 1}"
Anirban Bhattacharyya,Senior,SEAL TO HEAL: MANAGEMENT OF A TOOTH WITH OPEN APEX – A CASE REPORT,2023,0,4,"Debarun Pal, Asim Bikash Maity, Debanjan Das",3,{'IN': 4},treatment,unknown,"{'M': 1, 'F': 0}"
Anirban Bhattacharyya,Senior,Adding an extension piece to the end of the purge side arm of the Impella device can prevent the incidence of the cassette breaking and decrease the Impella device failure rate: Impact of practice change on patient outcome,2023,0,18,"Parthkumar Satashia, Andrew D. White, Shahin Isha, Abby Hanson, Anna Jenkins, Jessica Blasavage, Nikki Matos, Amanda Tomlinson, Stephanie Zhang, Quintin J. Quiñones, Nathan H. Waldron, Sean Kiley, Pramod Guru, Sanjay Chaudhury, Anna B Shapiro, Pablo Moreno Franco, Devang Sanghavi",17,{'US': 18},treatment,unknown,"{'M': 8, 'F': 7}"
Anirban Bhattacharyya,Senior,1440: ASSESSING THE IMPACT OF SEPTIC CARDIOMYOPATHY ON THE RIGHT VENTRICLE: A SERIAL ECHOCARDIOGRAM STUDY,2023,0,20,"Lekhya Raavi, Sadhana Jonna, Shahin Isha, Anna Jenkins, Abby Hanson, Shivika Agrawal, Brooklyn Mcdill, Balavenkataraman Arvind, Sean M. Caples, Rodrigo Cartin‐Ceba, Sanjay Chaudhary, Ricardo Diaz Milian, Sean Kiley, Anna B Shapiro, Neal M. Patel, Quintin J. Quiñones, Pramod Guru, Pablo Moreno Franco, Devang Sanghavi",19,{'US': 20},treatment,unknown,"{'M': 10, 'F': 5}"
Anirban Bhattacharyya,Senior,"225: OUTCOMES OF PATIENTS UNDERGOING EMERGENCY LAPAROTOMY ON ECMO: A RETROSPECTIVE, OBSERVATIONAL STUDY",2023,0,8,"Sanjay Chaudhary, Anek Jena, Devang Sanghavi, Pablo Moreno Franco, Rhoda Tawk, J. Kyle Bohman, Pramod Guru",7,{'US': 8},treatment,unknown,"{'M': 3, 'F': 1}"
Anirban Bhattacharyya,Senior,Abstract 15728: Incidence and Impact of Right Ventricular Dysfunction in the Outcomes of Septic Shock,2023,0,25,"Lekhya Raavi, Sadhana Jonna, Shahin Isha, Anna Jenkins, Abby Hanson, Arvind Balavenkataraman, Aysun Tekin, Vikas Bansal, Sean M. Caples, Syed Anjum Khan, Nitesh Jain, Rodrigo Cartin‐Ceba, B. M. Patel, Ricardo Diaz Milian, Carla Venegas, Anna B Shapiro, Sanjay Chaudhary, Sean Kiley, Quintin J. Quiñones, Neal M. Patel, Pramod Guru, Pablo Moreno Franco, Archana Roy, Devang Sanghavi",24,{'US': 25},treatment,unknown,"{'M': 13, 'F': 7}"
Anirban Bhattacharyya,Senior,1045 Efficacy of a topical agent containing a naturally occurring lipid for alleviating drug resistant impetigo,2018,0,8,"R. Samanta, Himanshi Singh, Swamini Saini, Suresh Sadhasivam, M. Sinha, S. Ghosh, Sumana Ghosh",7,{'IN': 8},treatment,unknown,"{'M': 1, 'F': 0}"
Anirban Bhattacharyya,Senior,1108 Preclinical evaluation of a novel fluoroquinolone for its multi-dimensional therapeutic effects against drug-resistant Propionibacterium acnes induced acne,2018,0,10,"Sumana Ghosh, Sumana Ghosh, M. Sinha, Suresh Sadhasivam, R. Samanta, A. Nandy, Swamini Saini, Mallika Mishra, Shiladitya Sengupta",9,"{'IN': 9, 'US': 1}",treatment,unknown,"{'M': 1, 'F': 1}"
Anirban Bhattacharyya,Senior,RADIATION DOSE TRENDS AND CANCER RISK ACCRUED FROM RADIATION EXPOSURE IN THE MEDICAL ICU: A 5-YEAR PERSPECTIVE,2019,0,12,"Sudhir Krishnan, Nagamani Guduguntla, Sinan Abdul-Wahab, Ali Khwaja, Sravanthi Ennala, Xiaofeng Wang, Xiaozhen Han, Tarik Hanane, Abhijit Duggal, Charles E. Martin, Jorge Guzman",11,{},treatment,unknown,"{'M': 6, 'F': 0}"
Anirban Bhattacharyya,Senior,Investigation of the antigenicity and protective efficacy of Leishmania promastigote membrane antigens in search of potential diagnostic and vaccine candidates against visceral leishmaniasis,2019,0,9,"Sarfaraz Ahmad Ejazi, Smriti Ghosh, Mohd Kamran, Sonali Das, Sudipta Bhowmick, Mehebubar Rahaman, Rama Prosad Goswami, Nahid Ali",8,"{'IN': 7, 'VN': 1}",treatment,unknown,"{'M': 1, 'F': 4}"
Anirban Bhattacharyya,Senior,Correlation Between Provocative Maneuvers in Patients Undergoing Right Heart Catheterization,2020,0,7,"Neal F. Chaisson, Bryce Montané, Ambalavanan Arunachalam, Tawfeq Naal, Batool Abuhalimeh, Adriano R. Tonelli",6,{'US': 7},treatment,unknown,"{'M': 3, 'F': 0}"
Anirban Bhattacharyya,Senior,CONFIRMING THE BEST CLINICAL METHOD OF FINDING THE MB2 CANAL IN MAXILLARY FIRST MOLAR – AN IN VITRO STUDY,2020,0,6,"Mohammed Ashif Imtiaz, Debaprasad Das, Asim BikashMaity, SumanKar, Soham Data",5,{'IN': 6},treatment,unknown,"{'M': 2, 'F': 0}"
Anirban Bhattacharyya,Senior,"A STUDY OF THE AMAGING EFFECTS OF ACOUSTIC SHOCK WAVES FROM A ""CONTROLLED"" EXPLOSION ON NEARBY BUILDINGS",2020,0,2,Gary W. Hunter,1,{},treatment,unknown,"{'M': 1, 'F': 0}"
Anirban Bhattacharyya,Senior,Investigation of the antigenicity and protective efficacy of Leishmania promastigote membrane antigens in search of potential diagnostic and vaccine candidates against visceral leishmaniasis,2020,0,9,"Sarfaraz Ahmad Ejazi, Smriti Ghosh, Mohd Kamran, Sonali Das, Sudipta Bhowmick, Mehebubar Rahaman, Rama Prosad Goswami, Nahid Ali",8,"{'IN': 7, 'VN': 1}",treatment,unknown,"{'M': 1, 'F': 4}"
